Model,Year,Region,Color,Fuel_Type,Transmission,Engine_Size_L,Mileage_KM,Price_USD,Sales_Volume,Sales_Classification
i8,2024,South America,White,Diesel,Manual,3.2,95259,92527,3244,Low
7 Series,2013,South America,Blue,Hybrid,Automatic,4.8,188310,110346,1929,Low
X3,2013,Europe,Black,Diesel,Manual,4.7,80626,104474,4107,Low
X5,2015,Asia,Red,Electric,Automatic,4.0,11712,102347,6107,Low
M5,2015,North America,Black,Diesel,Manual,2.5,191917,76889,6104,Low
5 Series,2019,South America,White,Diesel,Manual,2.8,181288,111403,8195,High
X1,2024,Asia,Blue,Electric,Manual,2.6,5148,97739,1361,Low
M3,2023,Asia,Silver,Electric,Automatic,3.4,83672,80791,7352,High
X1,2011,North America,Black,Hybrid,Automatic,2.2,4879,71486,9311,High
M3,2021,Africa,White,Diesel,Automatic,2.0,108658,74788,6055,Low
X5,2016,Europe,Black,Electric,Automatic,1.8,134524,77386,3179,Low
3 Series,2021,Middle East,Blue,Diesel,Manual,3.6,23180,114579,3501,Low
5 Series,2022,North America,White,Hybrid,Automatic,2.2,144064,71046,8986,High
3 Series,2018,Middle East,Red,Diesel,Automatic,1.7,169799,70424,704,Low
3 Series,2022,North America,Blue,Electric,Manual,4.6,67968,79946,4100,Low
M5,2019,Middle East,Grey,Electric,Automatic,2.0,191346,75129,7965,High
i8,2023,Africa,Blue,Petrol,Manual,3.1,61122,99632,5667,Low
5 Series,2013,Europe,Grey,Petrol,Automatic,3.8,78324,96661,6768,Low
i3,2022,Africa,Grey,Electric,Automatic,3.7,176401,97924,6194,Low
i3,2016,Europe,Silver,Diesel,Manual,2.9,116084,73616,678,Low
M3,2014,Africa,Blue,Hybrid,Manual,3.1,27089,106726,870,Low
X5,2016,South America,Red,Diesel,Manual,4.3,198072,77847,163,Low
X3,2012,Europe,Grey,Electric,Automatic,2.7,47685,105275,3523,Low
7 Series,2021,South America,Grey,Electric,Automatic,2.0,87131,115968,2021,Low
X5,2011,Africa,Red,Petrol,Manual,4.6,23101,115153,7968,High
X5,2012,South America,Silver,Petrol,Automatic,4.0,85753,108705,3289,Low
i3,2015,Africa,Black,Electric,Manual,3.9,39178,109419,1565,Low
7 Series,2017,South America,Silver,Hybrid,Automatic,2.1,61598,109862,2851,Low
7 Series,2018,South America,Blue,Petrol,Automatic,2.7,167020,85390,6985,Low
M3,2020,Europe,White,Hybrid,Manual,1.9,20250,101479,825,Low
X3,2012,Africa,Grey,Electric,Automatic,3.4,163552,95688,6952,Low
5 Series,2019,South America,Red,Electric,Automatic,3.9,150065,75114,9611,High
3 Series,2022,North America,Red,Petrol,Automatic,3.0,108953,97749,5049,Low
i3,2010,Europe,Silver,Petrol,Manual,1.7,117892,81133,349,Low
5 Series,2010,Middle East,White,Hybrid,Manual,2.0,81135,70583,474,Low
7 Series,2023,Europe,Blue,Petrol,Manual,2.5,184666,115407,4757,Low
i3,2014,South America,Red,Diesel,Manual,1.7,93618,115867,7743,High
i8,2024,Asia,Red,Petrol,Automatic,3.2,112565,100806,4586,Low
X3,2019,Asia,White,Hybrid,Manual,2.2,131907,72937,8842,High
X5,2017,Africa,Black,Petrol,Automatic,2.9,199569,114950,7633,High
X3,2013,Africa,Silver,Diesel,Manual,2.7,193260,80490,5162,Low
7 Series,2013,Asia,Red,Petrol,Manual,4.1,95890,70084,1115,Low
M5,2021,Asia,Red,Diesel,Manual,4.3,195881,106451,3164,Low
X5,2010,Africa,Grey,Diesel,Automatic,2.1,71176,104775,6109,Low
X3,2019,Asia,Silver,Diesel,Manual,2.2,164100,106304,9532,High
X3,2014,Africa,Blue,Petrol,Automatic,3.3,170713,85785,5591,Low
M5,2011,Asia,Silver,Electric,Automatic,2.0,131059,114455,705,Low
i8,2013,Europe,Grey,Hybrid,Manual,4.1,139866,80536,3541,Low
i8,2011,Middle East,Black,Petrol,Manual,3.6,76700,74689,2958,Low
X5,2011,South America,Red,Electric,Automatic,4.6,115045,118371,2102,Low
X6,2012,North America,Red,Diesel,Manual,2.8,133720,90232,1449,Low
5 Series,2019,Middle East,Grey,Electric,Automatic,1.6,131752,82813,9969,High
5 Series,2022,Middle East,Black,Diesel,Manual,4.8,114354,70356,9690,High
X1,2021,Middle East,Red,Hybrid,Automatic,4.9,48182,82545,8412,High
X1,2012,Middle East,Grey,Petrol,Automatic,1.6,84658,78914,2478,Low
7 Series,2022,Europe,Blue,Diesel,Automatic,4.0,119316,114695,2500,Low
i8,2017,Europe,Black,Hybrid,Manual,4.0,88505,91361,6053,Low
i3,2014,Middle East,Grey,Petrol,Automatic,4.5,38991,106855,2107,Low
i3,2023,Middle East,Red,Diesel,Manual,2.5,111818,98614,4452,Low
3 Series,2011,Asia,White,Petrol,Manual,3.5,106407,76297,318,Low
i3,2016,Asia,Red,Electric,Automatic,1.9,188621,78163,9964,High
X6,2022,Middle East,Blue,Hybrid,Manual,3.8,21247,84922,2996,Low
X5,2015,Asia,Silver,Diesel,Manual,2.4,130368,71347,2549,Low
X6,2021,Middle East,Silver,Petrol,Automatic,4.5,197533,83668,984,Low
5 Series,2022,South America,Black,Electric,Manual,1.5,143864,97528,4449,Low
X1,2016,Europe,Silver,Hybrid,Manual,2.8,197643,95549,6581,Low
X6,2018,North America,Silver,Electric,Automatic,3.8,39156,108998,4560,Low
X6,2013,Middle East,Silver,Hybrid,Manual,3.5,90363,115024,5955,Low
M3,2016,North America,Silver,Petrol,Automatic,3.7,162275,105897,3127,Low
i8,2015,Asia,Black,Electric,Automatic,4.3,94193,97017,2841,Low
X3,2010,South America,Red,Electric,Manual,5.0,42069,76103,1352,Low
3 Series,2018,Europe,Grey,Diesel,Automatic,3.8,50942,117415,2822,Low
7 Series,2018,Africa,Red,Petrol,Manual,3.0,21171,93729,8994,High
X5,2012,Asia,Silver,Electric,Manual,1.9,42219,98783,1316,Low
5 Series,2014,Asia,White,Hybrid,Automatic,2.8,68445,112665,9795,High
X5,2014,South America,White,Petrol,Manual,2.4,173211,115364,771,Low
X6,2017,South America,Black,Electric,Automatic,2.8,121598,116409,1161,Low
5 Series,2017,Africa,White,Electric,Automatic,2.3,76277,112020,4167,Low
3 Series,2016,South America,Blue,Electric,Automatic,2.3,94056,87521,551,Low
X6,2024,North America,Red,Diesel,Automatic,3.8,70102,96464,3571,Low
3 Series,2019,South America,Grey,Electric,Automatic,2.8,168649,81768,4564,Low
7 Series,2015,Middle East,Blue,Hybrid,Automatic,1.6,95876,88145,1369,Low
M3,2023,Europe,Black,Petrol,Manual,2.8,163773,116010,9213,High
M5,2022,Asia,White,Petrol,Manual,1.6,147936,103644,9313,High
7 Series,2023,Middle East,Grey,Petrol,Automatic,4.2,155259,78094,8539,High
5 Series,2014,South America,Silver,Petrol,Automatic,3.6,156068,116099,3990,Low
X1,2017,North America,Grey,Hybrid,Manual,2.4,144415,98548,333,Low
3 Series,2021,North America,Black,Hybrid,Manual,4.6,37338,76686,4841,Low
M5,2010,Europe,Grey,Petrol,Automatic,3.3,134334,108187,2314,Low
M3,2021,North America,Blue,Petrol,Manual,2.5,49631,100386,3264,Low
5 Series,2018,Middle East,Black,Diesel,Manual,4.0,24820,116319,4277,Low
X1,2020,Middle East,Grey,Electric,Automatic,2.8,86698,108794,337,Low
5 Series,2024,Asia,Red,Hybrid,Automatic,2.8,187862,98864,7597,High
i8,2014,Europe,Grey,Hybrid,Automatic,4.5,80251,71584,3342,Low
M3,2010,Asia,White,Hybrid,Automatic,1.8,150514,73398,7507,High
M5,2017,Middle East,Blue,Hybrid,Manual,1.7,106999,100268,7754,High
7 Series,2017,South America,Red,Hybrid,Automatic,1.9,46714,96639,7098,High
7 Series,2024,Middle East,White,Diesel,Automatic,3.8,165619,74418,4357,Low
3 Series,2021,Asia,White,Electric,Manual,3.9,18075,87766,2663,Low
X6,2020,North America,Silver,Electric,Manual,4.1,143469,84891,9653,High
M3,2022,Europe,Black,Diesel,Manual,2.2,86518,82551,8088,High
X5,2013,Europe,Black,Petrol,Manual,3.7,198443,73461,2571,Low
X3,2011,North America,Black,Electric,Automatic,3.5,59818,99389,208,Low
3 Series,2023,North America,Grey,Petrol,Manual,4.8,62006,72811,9481,High
X5,2010,Asia,Silver,Petrol,Automatic,4.9,134698,79176,3430,Low
M3,2016,Asia,Grey,Electric,Manual,1.9,72072,104511,7567,High
5 Series,2015,Europe,Black,Hybrid,Manual,1.7,64796,82806,7853,High
3 Series,2014,South America,Silver,Petrol,Manual,1.8,96593,105410,8225,High
X3,2014,South America,Silver,Electric,Automatic,4.6,52278,107148,4458,Low
i3,2010,Africa,White,Petrol,Manual,3.7,190724,87678,1421,Low
i8,2012,Asia,Black,Petrol,Automatic,1.6,157047,85990,830,Low
X5,2013,Africa,Black,Hybrid,Manual,3.8,66710,73421,8547,High
i3,2020,North America,Blue,Petrol,Automatic,4.0,185749,84077,1786,Low
X5,2020,South America,Silver,Electric,Manual,4.8,156572,99083,7268,High
i8,2018,North America,Red,Petrol,Manual,3.2,145420,102451,8918,High
5 Series,2024,Middle East,Silver,Diesel,Manual,2.3,194906,76882,5310,Low
5 Series,2017,Africa,Silver,Hybrid,Manual,2.6,139939,74315,8584,High
i3,2024,Middle East,Blue,Electric,Manual,2.6,195144,102725,5294,Low
i8,2011,Asia,Silver,Hybrid,Automatic,1.8,124653,94562,5937,Low
5 Series,2016,Europe,Black,Electric,Manual,3.1,108292,111541,7641,High
M3,2021,Africa,Blue,Electric,Automatic,3.0,181723,82759,9077,High
3 Series,2015,Europe,Silver,Electric,Automatic,1.8,145934,118643,7072,High
3 Series,2016,Africa,Blue,Diesel,Automatic,3.3,124629,112127,9068,High
7 Series,2023,Asia,Blue,Electric,Automatic,1.7,100996,91382,2012,Low
7 Series,2022,Middle East,Grey,Petrol,Automatic,3.3,63317,92854,3947,Low
7 Series,2013,Middle East,Black,Electric,Automatic,4.9,196240,100692,3623,Low
5 Series,2011,Asia,Blue,Petrol,Automatic,4.9,186261,93996,1941,Low
5 Series,2016,Africa,Blue,Electric,Manual,2.5,115903,108230,2118,Low
7 Series,2014,Middle East,Red,Hybrid,Automatic,3.1,93776,79748,7288,High
M5,2010,Asia,Blue,Hybrid,Manual,1.5,4434,70842,910,Low
X1,2016,North America,Black,Electric,Automatic,2.7,176620,119935,8862,High
X1,2015,Middle East,Blue,Diesel,Manual,3.5,106222,70939,262,Low
X5,2014,South America,Silver,Diesel,Manual,3.5,114208,76458,1496,Low
M5,2024,Europe,Black,Petrol,Manual,2.5,78958,97966,557,Low
i3,2015,Europe,Red,Hybrid,Manual,4.4,138127,76453,4547,Low
M3,2024,Asia,White,Petrol,Automatic,1.5,191530,100690,1207,Low
X1,2011,Africa,Silver,Electric,Manual,2.7,77244,70878,1066,Low
M5,2016,Europe,White,Petrol,Automatic,4.7,15674,115785,2623,Low
X3,2019,North America,Blue,Hybrid,Automatic,3.4,167315,86762,1093,Low
X3,2020,South America,Blue,Petrol,Automatic,3.4,4213,85140,6265,Low
i3,2019,Asia,Black,Hybrid,Manual,4.6,10494,100791,8237,High
7 Series,2010,Middle East,White,Diesel,Manual,1.6,18932,95184,9423,High
X3,2019,Africa,Silver,Petrol,Manual,2.0,129278,81900,4577,Low
X3,2017,Asia,Silver,Electric,Manual,4.8,127097,82602,7074,High
i3,2021,Africa,Blue,Electric,Automatic,4.8,55765,114809,7453,High
3 Series,2020,Europe,Blue,Hybrid,Manual,3.8,144070,98913,735,Low
i8,2017,South America,Black,Hybrid,Manual,1.9,171369,111305,4529,Low
X5,2023,North America,White,Diesel,Automatic,2.6,56243,119036,6768,Low
i8,2013,Europe,Grey,Diesel,Manual,2.8,96872,102415,3389,Low
7 Series,2024,Africa,Grey,Hybrid,Manual,4.2,177149,81866,7494,High
i3,2014,South America,White,Hybrid,Manual,4.7,83944,102649,6095,Low
M3,2014,Asia,Red,Petrol,Automatic,4.8,161885,73839,8727,High
3 Series,2018,Asia,Red,Hybrid,Manual,1.6,147211,76800,3097,Low
M5,2023,South America,Red,Petrol,Manual,3.0,126081,82657,9663,High
3 Series,2011,Asia,White,Hybrid,Manual,2.5,93274,107776,3335,Low
X1,2011,South America,Red,Hybrid,Automatic,2.4,140663,117508,7526,High
X3,2018,Africa,White,Petrol,Automatic,2.8,95317,93152,8018,High
X6,2022,Asia,Red,Petrol,Manual,3.9,8872,104575,5798,Low
M5,2018,North America,Grey,Diesel,Automatic,1.9,6421,92850,8419,High
3 Series,2022,Europe,Red,Hybrid,Manual,2.1,45008,77371,5895,Low
X3,2018,Middle East,Blue,Electric,Automatic,2.7,151961,114656,300,Low
X5,2020,North America,White,Diesel,Automatic,2.0,68708,77481,8537,High
3 Series,2011,Middle East,Grey,Diesel,Automatic,3.9,132517,107579,5926,Low
X1,2015,North America,Black,Petrol,Manual,1.6,62076,110725,3236,Low
X5,2023,Europe,Black,Hybrid,Manual,4.3,50281,109976,9295,High
i3,2013,South America,Grey,Electric,Manual,1.5,51010,97094,2691,Low
3 Series,2015,South America,Blue,Diesel,Manual,2.7,153203,112256,6641,Low
3 Series,2011,Europe,Blue,Diesel,Manual,4.4,73741,87165,6874,Low
M5,2022,Middle East,Blue,Electric,Automatic,2.4,36977,108043,5543,Low
7 Series,2018,North America,White,Petrol,Manual,4.0,190203,106952,1179,Low
i8,2010,North America,Silver,Petrol,Automatic,1.7,187638,112293,2162,Low
7 Series,2017,Africa,Black,Hybrid,Manual,1.7,185208,108131,2618,Low
X6,2015,South America,Red,Diesel,Manual,4.5,122075,100109,4506,Low
7 Series,2016,South America,Red,Diesel,Manual,3.6,183640,89823,3211,Low
i8,2014,Europe,Black,Hybrid,Manual,4.5,101909,111263,1611,Low
X3,2024,Africa,Blue,Electric,Automatic,4.1,112191,73489,8147,High
X3,2010,South America,Black,Petrol,Automatic,3.5,68089,103084,9834,High
X6,2024,Asia,Red,Hybrid,Automatic,2.5,18942,92922,4783,Low
i3,2012,Africa,Red,Electric,Automatic,3.3,16394,77057,7557,High
X6,2021,Asia,Silver,Diesel,Automatic,2.1,138650,81220,2629,Low
X3,2010,North America,Blue,Petrol,Manual,3.2,199075,81494,8167,High
i8,2010,Europe,Red,Petrol,Manual,4.1,4024,104864,1979,Low
M3,2010,South America,White,Diesel,Manual,3.2,162572,84335,2563,Low
i8,2012,Africa,Silver,Electric,Automatic,2.8,13934,88502,6963,Low
X3,2021,North America,Silver,Petrol,Manual,3.2,5531,85677,6578,Low
M3,2015,Asia,Black,Diesel,Manual,4.5,108038,112081,439,Low
3 Series,2023,Europe,Blue,Diesel,Manual,4.6,170326,81063,3474,Low
7 Series,2023,South America,White,Petrol,Manual,4.8,118061,114084,1223,Low
M5,2019,South America,Red,Electric,Automatic,3.5,134255,90922,5441,Low
X6,2023,Middle East,Blue,Petrol,Automatic,3.3,86551,104971,1881,Low
7 Series,2018,Europe,White,Electric,Automatic,2.5,49205,89949,6135,Low
X1,2014,Middle East,Grey,Diesel,Automatic,3.6,173623,93652,510,Low
5 Series,2019,Europe,Grey,Hybrid,Automatic,3.5,140521,118880,8293,High
i8,2015,North America,Black,Petrol,Manual,4.1,79278,90712,1545,Low
5 Series,2021,Africa,Grey,Diesel,Manual,2.2,143619,108517,293,Low
X5,2014,Europe,Silver,Diesel,Manual,3.1,153761,88545,433,Low
7 Series,2019,North America,Black,Hybrid,Automatic,3.4,76006,99897,9110,High
X6,2018,Africa,Silver,Diesel,Manual,4.8,75546,91825,1146,Low
i8,2011,Europe,Silver,Hybrid,Automatic,2.7,196277,111086,2425,Low
i3,2014,Middle East,Blue,Diesel,Manual,2.6,46991,111233,5136,Low
X6,2013,North America,White,Diesel,Manual,4.3,176186,73442,8260,High
i8,2024,Africa,Silver,Petrol,Automatic,4.2,11560,116766,1725,Low
X5,2016,Asia,Black,Petrol,Automatic,4.0,90978,76181,5300,Low
X6,2020,North America,Red,Hybrid,Manual,2.8,36734,104992,5716,Low
i8,2022,North America,White,Electric,Manual,2.7,179405,84710,8919,High
i8,2014,Europe,Red,Diesel,Automatic,2.3,3104,75279,5071,Low
X3,2016,South America,Silver,Petrol,Automatic,3.4,49130,109143,2214,Low
3 Series,2020,Africa,White,Hybrid,Manual,2.0,191416,94176,5402,Low
X1,2016,Europe,Black,Diesel,Manual,4.4,44194,116266,1011,Low
X3,2024,Europe,Red,Electric,Automatic,2.3,157417,99820,7490,High
M3,2021,Europe,Black,Hybrid,Automatic,1.9,143592,107939,6751,Low
i8,2013,Middle East,Black,Electric,Automatic,4.4,33493,90741,431,Low
7 Series,2020,Africa,Grey,Petrol,Automatic,4.2,129653,82664,9242,High
5 Series,2012,South America,Blue,Diesel,Automatic,4.0,130145,106045,6385,Low
M5,2024,North America,Silver,Diesel,Automatic,4.4,193591,103575,8145,High
X3,2013,Europe,Silver,Petrol,Automatic,1.9,118531,108813,7900,High
i8,2014,Asia,Grey,Diesel,Manual,3.9,6024,86094,443,Low
i3,2012,Asia,Grey,Electric,Automatic,4.8,49021,76862,3005,Low
X5,2011,Africa,Black,Hybrid,Automatic,4.7,164498,110188,1401,Low
X1,2013,North America,Red,Petrol,Automatic,2.8,73138,87667,6320,Low
X1,2014,South America,Silver,Diesel,Manual,1.9,46408,75016,1484,Low
3 Series,2013,Middle East,Red,Diesel,Manual,1.8,186767,98618,9725,High
M3,2020,South America,White,Diesel,Automatic,5.0,162133,88111,146,Low
3 Series,2022,Asia,Black,Electric,Manual,3.5,24992,76343,4288,Low
X3,2021,Europe,White,Hybrid,Automatic,3.1,101360,74896,5841,Low
M5,2012,Africa,Blue,Petrol,Automatic,3.8,105146,108175,3204,Low
X1,2017,Asia,Black,Diesel,Automatic,4.8,22238,101166,7131,High
X3,2019,Middle East,Red,Petrol,Automatic,3.6,153426,77919,7349,High
i8,2011,North America,Grey,Diesel,Manual,5.0,199463,79415,2679,Low
i3,2011,South America,Blue,Petrol,Automatic,2.9,154366,88919,7223,High
X1,2010,Asia,Grey,Hybrid,Automatic,3.6,85162,100682,872,Low
X1,2022,Middle East,White,Diesel,Manual,1.9,156525,100888,6307,Low
X3,2019,Europe,Blue,Electric,Automatic,4.6,11760,75395,3673,Low
M5,2018,North America,Grey,Hybrid,Manual,2.6,188939,111079,9734,High
M5,2023,North America,Red,Diesel,Manual,2.6,79193,77701,1225,Low
i3,2022,Middle East,Blue,Petrol,Manual,5.0,182178,118359,7522,High
X6,2024,Asia,Blue,Hybrid,Manual,2.7,71812,110035,9324,High
X6,2024,Middle East,Red,Petrol,Manual,2.0,9415,87245,5318,Low
X3,2019,South America,Grey,Diesel,Manual,2.4,176646,102568,9450,High
7 Series,2022,Europe,Black,Diesel,Manual,2.2,188430,101033,2423,Low
3 Series,2017,Middle East,Grey,Hybrid,Manual,1.8,131020,77013,438,Low
X3,2013,North America,Silver,Diesel,Manual,4.5,42609,94194,8943,High
3 Series,2015,South America,Silver,Electric,Manual,3.6,140614,96101,2196,Low
X5,2017,Europe,Grey,Petrol,Automatic,3.7,79815,103539,9745,High
5 Series,2019,Africa,Red,Electric,Manual,2.7,178427,76604,8056,High
X5,2020,Asia,Silver,Hybrid,Manual,2.4,14172,89676,565,Low
i8,2022,Asia,Red,Petrol,Automatic,3.4,75354,108533,6345,Low
X1,2016,Middle East,Red,Hybrid,Automatic,2.8,174216,111643,7537,High
X5,2015,Africa,Red,Hybrid,Automatic,1.8,172248,92774,1378,Low
M3,2021,Asia,Blue,Petrol,Automatic,3.5,158806,107115,4202,Low
X1,2018,Asia,Red,Diesel,Automatic,3.0,189260,75373,2416,Low
X5,2019,Middle East,White,Petrol,Automatic,4.6,58039,119345,9435,High
i3,2018,South America,Grey,Electric,Manual,3.8,58541,88557,3272,Low
M5,2017,Middle East,Silver,Diesel,Manual,3.3,79988,115014,6992,Low
X1,2019,Middle East,Red,Petrol,Automatic,2.0,90428,101871,5591,Low
5 Series,2020,South America,Grey,Diesel,Automatic,2.5,145902,72838,7577,High
M5,2011,Europe,Silver,Hybrid,Automatic,4.7,163049,101117,4056,Low
X1,2012,Asia,Blue,Electric,Manual,4.5,198987,109396,7399,High
M5,2013,South America,Black,Electric,Manual,2.4,133351,110490,8245,High
3 Series,2016,Middle East,Black,Petrol,Manual,1.7,19984,114304,3719,Low
X6,2019,North America,Red,Petrol,Manual,2.4,181554,115314,7952,High
X5,2018,North America,Red,Electric,Automatic,3.2,439,115287,4048,Low
X3,2011,Europe,Red,Electric,Manual,4.8,96497,105817,7901,High
7 Series,2012,Middle East,Grey,Electric,Manual,2.9,166512,104301,537,Low
X5,2019,Europe,Blue,Hybrid,Manual,3.0,156989,85725,5686,Low
3 Series,2011,North America,Blue,Diesel,Automatic,1.7,92027,101232,7416,High
i8,2024,North America,White,Electric,Manual,4.1,146043,82210,7826,High
i3,2012,Asia,Blue,Electric,Manual,3.7,106495,73747,3246,Low
3 Series,2011,Middle East,Red,Diesel,Automatic,4.0,45888,119971,8128,High
5 Series,2014,South America,White,Petrol,Manual,2.5,199547,97826,9209,High
X6,2010,South America,Red,Electric,Automatic,2.4,32488,108308,6501,Low
i8,2014,Middle East,Red,Diesel,Manual,4.9,23794,77105,9092,High
i3,2024,North America,Silver,Diesel,Manual,4.7,87546,118008,9981,High
i8,2021,North America,White,Diesel,Manual,4.2,139428,106085,7913,High
3 Series,2016,Europe,White,Hybrid,Manual,4.7,133280,92164,9629,High
3 Series,2018,Middle East,Red,Hybrid,Manual,2.4,21951,110003,680,Low
M5,2022,Europe,Black,Electric,Manual,2.2,105150,77797,6659,Low
X1,2022,North America,Blue,Diesel,Manual,3.3,171568,116253,1478,Low
M5,2023,Asia,Blue,Hybrid,Manual,3.3,47259,86672,6752,Low
3 Series,2018,Africa,White,Petrol,Manual,1.9,158774,89430,6069,Low
M3,2011,Middle East,Red,Hybrid,Manual,2.4,125417,110368,263,Low
M5,2012,Europe,Silver,Diesel,Manual,3.5,106632,85280,8641,High
i8,2014,Asia,Silver,Electric,Automatic,3.5,139948,83266,9317,High
7 Series,2011,Europe,Silver,Petrol,Manual,1.8,117146,113005,2435,Low
X1,2012,Europe,Silver,Hybrid,Manual,4.1,91560,81538,1057,Low
X6,2015,South America,Black,Electric,Automatic,3.3,175764,87264,1344,Low
X3,2022,Middle East,Blue,Hybrid,Automatic,4.0,175435,107497,6851,Low
X3,2016,Africa,White,Hybrid,Automatic,4.7,127765,90089,8413,High
i3,2018,Middle East,White,Petrol,Manual,3.7,192095,112060,1557,Low
X6,2010,Middle East,Silver,Diesel,Manual,3.9,129973,93035,3912,Low
3 Series,2017,Asia,Grey,Hybrid,Automatic,3.5,61900,109478,9063,High
i3,2012,Africa,Grey,Petrol,Manual,4.6,194789,89048,9023,High
M3,2013,North America,Blue,Diesel,Manual,3.7,132123,75303,4830,Low
3 Series,2015,South America,Silver,Diesel,Automatic,3.7,33540,119002,4365,Low
X6,2017,Asia,Grey,Diesel,Manual,3.8,34664,103565,7002,High
3 Series,2013,Europe,Grey,Diesel,Manual,4.1,3801,102311,310,Low
7 Series,2016,Africa,Black,Diesel,Automatic,3.6,149794,111322,897,Low
X3,2013,Middle East,White,Electric,Manual,3.3,100542,92878,4708,Low
7 Series,2014,Middle East,White,Petrol,Manual,4.3,72191,116491,3404,Low
i8,2021,Africa,Black,Hybrid,Manual,4.2,124944,90843,7639,High
i3,2014,North America,Black,Electric,Automatic,1.7,103691,79280,9229,High
M5,2017,Europe,Blue,Hybrid,Automatic,3.4,41873,118157,5379,Low
X1,2015,South America,Blue,Hybrid,Manual,5.0,161729,89237,4717,Low
5 Series,2021,Middle East,Silver,Diesel,Automatic,3.8,88090,80052,3762,Low
X3,2015,Europe,Red,Hybrid,Automatic,3.2,148122,113171,6347,Low
X1,2011,Africa,White,Petrol,Manual,4.4,37311,97240,1503,Low
M5,2011,Asia,Red,Electric,Manual,4.5,114139,90218,8204,High
M5,2015,Middle East,Black,Petrol,Automatic,4.7,196669,107370,9512,High
X3,2010,Asia,Silver,Electric,Automatic,2.9,166318,105159,1810,Low
i3,2023,Europe,Silver,Electric,Automatic,4.8,49369,95180,2804,Low
X3,2013,Africa,Black,Diesel,Automatic,1.6,81998,107977,8833,High
i3,2017,South America,Black,Electric,Manual,4.7,158460,112207,6104,Low
7 Series,2021,Europe,White,Petrol,Automatic,4.2,24978,85100,5742,Low
i8,2013,Asia,Black,Electric,Manual,5.0,196432,99870,2630,Low
